tanggal,jenis,nama,kategori,nominal
2023-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2023-01-03,pemasukan,Penjualan Es Teh,penjualan,45000
2023-01-03,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2023-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-01-03,pemasukan,Penjualan Mie Ayam,penjualan,20000
2023-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-01-03,pemasukan,Penjualan Es Teh,penjualan,40000
2023-01-03,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-03,pemasukan,Penjualan Bakso,penjualan,88000
2023-01-03,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-01-03,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2023-01-03,pemasukan,Penjualan Es Teh,penjualan,25000
2023-01-03,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-01-03,pemasukan,Penjualan Es Teh,penjualan,5000
2023-01-03,pengeluaran,Beli Bahan Baku,bahan baku,348083
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2023-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,91000
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2023-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-04,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-01-04,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2023-01-04,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-01-04,pemasukan,Penjualan Bakso,penjualan,88000
2023-01-04,pemasukan,Penjualan Bakso,penjualan,88000
2023-01-04,pemasukan,Penjualan Es Teh,penjualan,30000
2023-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-01-04,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-01-04,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-01-04,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-01-04,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-01-04,pengeluaran,Beli Bahan Baku,bahan baku,697242
2023-01-04,pengeluaran,Transportasi,logistik,39740
2023-01-05,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2023-01-05,pemasukan,Penjualan Bakso,penjualan,33000
2023-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2023-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-01-05,pemasukan,Penjualan Bakso,penjualan,55000
2023-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2023-01-05,pemasukan,Penjualan Soto Ayam,penjualan,60000
2023-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-05,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-01-05,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2023-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2023-01-05,pemasukan,Penjualan Pecel Lele,penjualan,91000
2023-01-05,pemasukan,Penjualan Pecel Lele,penjualan,130000
2023-01-05,pemasukan,Penjualan Es Teh,penjualan,50000
2023-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2023-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-01-05,pemasukan,Penjualan Es Teh,penjualan,50000
2023-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-01-05,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-05,pengeluaran,Beli Bahan Baku,bahan baku,734313
2023-01-05,pengeluaran,Perawatan Peralatan,perawatan,737495
2023-01-06,pemasukan,Penjualan Pecel Lele,penjualan,91000
2023-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2023-01-06,pemasukan,Penjualan Bakso,penjualan,33000
2023-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-01-06,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2023-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-01-06,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2023-01-06,pemasukan,Penjualan Es Teh,penjualan,30000
2023-01-06,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-01-06,pemasukan,Penjualan Pecel Lele,penjualan,91000
2023-01-06,pemasukan,Penjualan Mie Ayam,penjualan,50000
2023-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-01-06,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-01-06,pemasukan,Penjualan Soto Ayam,penjualan,36000
2023-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2023-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2023-01-06,pengeluaran,Beli Bahan Baku,bahan baku,509762
2023-01-06,pengeluaran,Transportasi,logistik,51303
2023-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-07,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-01-07,pemasukan,Penjualan Soto Ayam,penjualan,60000
2023-01-07,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-07,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-01-07,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-01-07,pemasukan,Penjualan Soto Ayam,penjualan,24000
2023-01-07,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2023-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-01-07,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-07,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-01-07,pemasukan,Penjualan Bakso,penjualan,11000
2023-01-07,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2023-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-01-07,pemasukan,Penjualan Es Teh,penjualan,40000
2023-01-07,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2023-01-07,pemasukan,Penjualan Soto Ayam,penjualan,48000
2023-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-01-07,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-01-07,pemasukan,Penjualan Bakso,penjualan,33000
2023-01-07,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2023-01-07,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-01-07,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2023-01-07,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-07,pengeluaran,Beli Bahan Baku,bahan baku,616230
2023-01-08,pemasukan,Penjualan Soto Ayam,penjualan,120000
2023-01-08,pemasukan,Penjualan Soto Ayam,penjualan,24000
2023-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-01-08,pemasukan,Penjualan Soto Ayam,penjualan,48000
2023-01-08,pemasukan,Penjualan Es Teh,penjualan,30000
2023-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2023-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-08,pemasukan,Penjualan Bakso,penjualan,33000
2023-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2023-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2023-01-08,pemasukan,Penjualan Bakso,penjualan,11000
2023-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2023-01-08,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-01-08,pemasukan,Penjualan Soto Ayam,penjualan,120000
2023-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2023-01-08,pemasukan,Penjualan Bakso,penjualan,66000
2023-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-01-08,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-08,pemasukan,Penjualan Es Teh,penjualan,20000
2023-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-01-08,pemasukan,Penjualan Es Teh,penjualan,20000
2023-01-08,pemasukan,Penjualan Mie Ayam,penjualan,100000
2023-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-01-08,pengeluaran,Beli Bahan Baku,bahan baku,661850
2023-01-08,pengeluaran,Transportasi,logistik,70378
2023-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-01-09,pemasukan,Penjualan Soto Ayam,penjualan,60000
2023-01-09,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-01-09,pemasukan,Penjualan Soto Ayam,penjualan,12000
2023-01-09,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-01-09,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-01-09,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-09,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-01-09,pemasukan,Penjualan Es Teh,penjualan,50000
2023-01-09,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-09,pemasukan,Penjualan Es Teh,penjualan,15000
2023-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-01-09,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-01-09,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-01-09,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2023-01-09,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2023-01-09,pemasukan,Penjualan Bakso,penjualan,66000
2023-01-09,pemasukan,Penjualan Soto Ayam,penjualan,120000
2023-01-09,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-01-09,pemasukan,Penjualan Bakso,penjualan,44000
2023-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2023-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-01-09,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-09,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-01-09,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-01-09,pengeluaran,Beli Bahan Baku,bahan baku,444446
2023-01-09,pengeluaran,Gaji Karyawan,gaji,1031894
2023-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-01-10,pemasukan,Penjualan Bakso,penjualan,44000
2023-01-10,pemasukan,Penjualan Es Teh,penjualan,15000
2023-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-01-10,pemasukan,Penjualan Es Teh,penjualan,25000
2023-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-01-10,pemasukan,Penjualan Bakso,penjualan,66000
2023-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-10,pemasukan,Penjualan Mie Ayam,penjualan,40000
2023-01-10,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-01-10,pemasukan,Penjualan Es Teh,penjualan,35000
2023-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2023-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2023-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-01-10,pemasukan,Penjualan Es Teh,penjualan,30000
2023-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-01-10,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-01-10,pemasukan,Penjualan Bakso,penjualan,77000
2023-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-01-10,pemasukan,Penjualan Es Teh,penjualan,45000
2023-01-10,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-01-10,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-10,pemasukan,Penjualan Bakso,penjualan,66000
2023-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-10,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-01-10,pengeluaran,Beli Bahan Baku,bahan baku,365809
2023-01-10,pengeluaran,Pembelian Gas,bahan bakar,857847
2023-01-10,pengeluaran,Pembelian Alat Masak,inventaris,2129902
2023-01-11,pemasukan,Penjualan Bakso,penjualan,11000
2023-01-11,pemasukan,Penjualan Pecel Lele,penjualan,91000
2023-01-11,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-11,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-01-11,pemasukan,Penjualan Mie Ayam,penjualan,100000
2023-01-11,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-01-11,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-11,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-01-11,pemasukan,Penjualan Bakso,penjualan,99000
2023-01-11,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-11,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2023-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-01-11,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-01-11,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-01-11,pemasukan,Penjualan Es Teh,penjualan,50000
2023-01-11,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2023-01-11,pemasukan,Penjualan Bakso,penjualan,88000
2023-01-11,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-01-11,pemasukan,Penjualan Es Teh,penjualan,10000
2023-01-11,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-01-11,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-01-11,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-01-11,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-01-11,pemasukan,Penjualan Soto Ayam,penjualan,120000
2023-01-11,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2023-01-11,pemasukan,Penjualan Bakso,penjualan,33000
2023-01-11,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-01-11,pemasukan,Penjualan Soto Ayam,penjualan,120000
2023-01-11,pengeluaran,Beli Bahan Baku,bahan baku,540743
2023-01-12,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-01-12,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2023-01-12,pemasukan,Penjualan Es Teh,penjualan,30000
2023-01-12,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2023-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-01-12,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-01-12,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2023-01-12,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-01-12,pemasukan,Penjualan Pecel Lele,penjualan,78000
2023-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-01-12,pemasukan,Penjualan Soto Ayam,penjualan,60000
2023-01-12,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-01-12,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-01-12,pemasukan,Penjualan Bakso,penjualan,77000
2023-01-12,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-12,pemasukan,Penjualan Mie Ayam,penjualan,50000
2023-01-12,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-01-12,pemasukan,Penjualan Pecel Lele,penjualan,130000
2023-01-12,pemasukan,Penjualan Es Teh,penjualan,50000
2023-01-12,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-01-12,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2023-01-12,pemasukan,Penjualan Bakso,penjualan,22000
2023-01-12,pengeluaran,Beli Bahan Baku,bahan baku,361532
2023-01-12,pengeluaran,Transportasi,logistik,50114
2023-01-12,pengeluaran,Pembelian Gas,bahan bakar,899556
2023-01-13,pemasukan,Penjualan Bakso,penjualan,99000
2023-01-13,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-01-13,pemasukan,Penjualan Es Teh,penjualan,50000
2023-01-13,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-01-13,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-13,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-01-13,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-13,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-01-13,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-01-13,pemasukan,Penjualan Bakso,penjualan,99000
2023-01-13,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2023-01-13,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-01-13,pemasukan,Penjualan Es Teh,penjualan,20000
2023-01-13,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-01-13,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-01-13,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-01-13,pemasukan,Penjualan Soto Ayam,penjualan,48000
2023-01-13,pemasukan,Penjualan Bakso,penjualan,99000
2023-01-13,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2023-01-13,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-01-13,pengeluaran,Beli Bahan Baku,bahan baku,531929
2023-01-13,pengeluaran,Pembelian Gas,bahan bakar,893730
2023-01-14,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-01-14,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-01-14,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-01-14,pemasukan,Penjualan Es Teh,penjualan,25000
2023-01-14,pemasukan,Penjualan Mie Ayam,penjualan,40000
2023-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2023-01-14,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-01-14,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-01-14,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-01-14,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-01-14,pemasukan,Penjualan Nasi Uduk,penjualan,40000
2023-01-14,pemasukan,Penjualan Es Teh,penjualan,20000
2023-01-14,pemasukan,Penjualan Bakso,penjualan,88000
2023-01-14,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2023-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-01-14,pemasukan,Penjualan Soto Ayam,penjualan,36000
2023-01-14,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-01-14,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-01-14,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-01-14,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-01-14,pemasukan,Penjualan Es Teh,penjualan,10000
2023-01-14,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-01-14,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2023-01-14,pemasukan,Penjualan Es Teh,penjualan,5000
2023-01-14,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-01-14,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-01-14,pemasukan,Penjualan Soto Ayam,penjualan,12000
2023-01-14,pengeluaran,Beli Bahan Baku,bahan baku,690024
