tanggal,jenis,nama,kategori,nominal,Nama Toko
2022-01-02,pemasukan,Penjualan Lemon Tea,penjualan,10000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Rendang,penjualan,90000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Ikan Gulai,penjualan,63000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Es Teh,penjualan,27000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Ekstra Sayur,penjualan,5000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Ayam Balado,penjualan,9000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,45000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Usus/ISO,penjualan,85000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Es Teh,penjualan,24000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Ayam Goreng,penjualan,9000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Tahu/Tempe,penjualan,36000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Babat,penjualan,154000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Ikan Balado,penjualan,13000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Ikan Balado,penjualan,130000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Telor,penjualan,60000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Cumi,penjualan,34000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Babat,penjualan,154000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Perkedel,penjualan,24000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Ikan Goreng,penjualan,36000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Jengkol,penjualan,30000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,45000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,130000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Nasi Babat,penjualan,220000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Paru,penjualan,81000,RM Sinar Baledo
2022-01-02,pemasukan,Penjualan Jengkol,penjualan,80000,RM Sinar Baledo
2022-01-02,pengeluaran,Beli Bahan Baku,bahan baku,450027,RM Sinar Baledo
2022-01-02,pengeluaran,Pembelian Gas,bahan bakar,867385,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Cumi,penjualan,44000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Ikan Balado,penjualan,9000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Cincang,penjualan,85000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Ikan Lele,penjualan,26000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Paru,penjualan,45000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Jeruk Hangat,penjualan,35000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Ayam Gulai,penjualan,45000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Ikan Gulai,penjualan,18000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Es Teh Jumbo,penjualan,30000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,40000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Lele,penjualan,72000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Otak,penjualan,51000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Otak,penjualan,51000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Dendeng Lambok,penjualan,40000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Ekstra Sayur,penjualan,8000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,36000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Ayam Goreng,penjualan,9000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Rendang,penjualan,20000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,154000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Dendeng Lambok,penjualan,60000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Perkedel,penjualan,66000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Cincang / Kambing,penjualan,44000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Paru,penjualan,105000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Otak,penjualan,51000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Ayam Balado,penjualan,130000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Air Mineral,penjualan,27000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Telor,penjualan,54000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Nasi Rendang,penjualan,135000,RM Sinar Baledo
2022-01-03,pemasukan,Penjualan Limpa/Hati,penjualan,68000,RM Sinar Baledo
2022-01-03,pengeluaran,Beli Bahan Baku,bahan baku,468944,RM Sinar Baledo
2022-01-03,pengeluaran,Transportasi,logistik,76704,RM Sinar Baledo
2022-01-03,pengeluaran,Gaji Karyawan,gaji,2398466,RM Sinar Baledo
2022-01-03,pengeluaran,Pembelian Bahan Baku Daging,bahan_baku,2430772,RM Sinar Baledo
2022-01-03,pengeluaran,Pembelian Sayuran & Bumbu,bahan_baku,897019,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Otak,penjualan,220000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Paru,penjualan,18000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Cincang,penjualan,102000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Lemon Tea,penjualan,45000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Kikil/Tunjang,penjualan,119000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Limpa/Hati,penjualan,136000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Ayam Gulai,penjualan,18000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Cincang / Kambing,penjualan,132000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Cincang,penjualan,51000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Jengkol,penjualan,40000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Perkedel,penjualan,6000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Otak,penjualan,66000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Babat,penjualan,154000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,130000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,72000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Jengkol,penjualan,50000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Teh Hangat,penjualan,24000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Telor,penjualan,42000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Cumi,penjualan,119000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Es Jeruk,penjualan,40000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Usus / Iso,penjualan,220000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Usus/ISO,penjualan,102000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Es Jeruk,penjualan,5000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Nasi Usus / Iso,penjualan,44000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Ekstra Sayur,penjualan,5000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Limpa/Hati,penjualan,34000,RM Sinar Baledo
2022-01-04,pemasukan,Penjualan Limpa/Hati,penjualan,85000,RM Sinar Baledo
2022-01-04,pengeluaran,Beli Bahan Baku,bahan baku,768265,RM Sinar Baledo
2022-01-04,pengeluaran,Pembelian Gas,bahan bakar,895654,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Ayam Goreng,penjualan,45000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Perkedel,penjualan,55000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Rendang,penjualan,75000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,90000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Otak,penjualan,102000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Jengkol,penjualan,30000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Perkedel,penjualan,30000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,72000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Ikan Goreng,penjualan,36000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Telor,penjualan,12000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,52000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,90000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Kikil/Tunjang,penjualan,153000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,104000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Ayam Balado,penjualan,104000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Babat,penjualan,44000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,154000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Jeruk Hangat,penjualan,15000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,130000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Babat,penjualan,88000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Cincang,penjualan,153000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Nasi Telor,penjualan,55000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Kikil/Tunjang,penjualan,34000,RM Sinar Baledo
2022-01-05,pemasukan,Penjualan Telor,penjualan,12000,RM Sinar Baledo
2022-01-05,pengeluaran,Beli Bahan Baku,bahan baku,343605,RM Sinar Baledo
2022-01-05,pengeluaran,Penggantian Peralatan Makan,inventaris,479614,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Perkedel,penjualan,6000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Ayam Goreng,penjualan,27000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Dendeng Lambok,penjualan,70000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Kikil/Tunjang,penjualan,85000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Teh Hangat,penjualan,6000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Lemon Tea,penjualan,10000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,132000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Babat,penjualan,34000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Es Teh Jumbo,penjualan,5000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,15000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Es Teh Jumbo,penjualan,45000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Ekstra Sambel,penjualan,4000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,135000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Rendang,penjualan,30000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Ayam Balado,penjualan,90000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,78000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Cincang / Kambing,penjualan,198000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,220000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,135000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Lele,penjualan,54000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Babat,penjualan,136000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Jengkol,penjualan,50000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Limpa/Hati,penjualan,170000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Cumi,penjualan,119000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,78000,RM Sinar Baledo
2022-01-06,pemasukan,Penjualan Telor,penjualan,54000,RM Sinar Baledo
2022-01-06,pengeluaran,Beli Bahan Baku,bahan baku,705907,RM Sinar Baledo
2022-01-06,pengeluaran,Transportasi,logistik,64269,RM Sinar Baledo
2022-01-06,pengeluaran,Pembelian Gas,bahan bakar,876615,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Ekstra Sayur,penjualan,4000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Babat,penjualan,132000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Cumi,penjualan,85000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Telor,penjualan,22000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Kikil/Tunjang,penjualan,153000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,63000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Ekstra Sambel,penjualan,16000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Telor,penjualan,48000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Limpa/Hati,penjualan,170000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Cincang,penjualan,102000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Ikan Gulai,penjualan,54000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Rendang,penjualan,10000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Jengkol,penjualan,20000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Ikan Balado,penjualan,117000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Dendeng Lambok,penjualan,70000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,45000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Es Teh Jumbo,penjualan,15000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,45000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Paru,penjualan,45000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Cumi,penjualan,154000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Usus / Iso,penjualan,110000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Usus / Iso,penjualan,154000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,40000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Ikan Balado,penjualan,65000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Ikan Gulai,penjualan,45000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Ayam Goreng,penjualan,81000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Jeruk Hangat,penjualan,45000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Cumi,penjualan,22000,RM Sinar Baledo
2022-01-07,pemasukan,Penjualan Nasi Cumi,penjualan,154000,RM Sinar Baledo
2022-01-07,pengeluaran,Beli Bahan Baku,bahan baku,678106,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Es Jeruk,penjualan,20000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Otak,penjualan,17000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Cincang,penjualan,170000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Nasi Cumi,penjualan,88000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,132000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Ayam Gulai,penjualan,18000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Ekstra Sambel,penjualan,20000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Perkedel,penjualan,24000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Nasi Ayam Balado,penjualan,130000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Air Mineral,penjualan,12000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Teh Hangat,penjualan,30000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Ikan Gulai,penjualan,54000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Usus/ISO,penjualan,85000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,78000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Es Jeruk,penjualan,50000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Air Mineral,penjualan,21000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Telor,penjualan,60000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Usus/ISO,penjualan,68000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Ekstra Sayur,penjualan,1000,RM Sinar Baledo
2022-01-08,pemasukan,Penjualan Air Mineral,penjualan,9000,RM Sinar Baledo
2022-01-08,pengeluaran,Beli Bahan Baku,bahan baku,572567,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,135000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Teh Hangat,penjualan,6000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Perkedel,penjualan,77000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Es Jeruk,penjualan,15000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Cumi,penjualan,198000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Ekstra Sayur,penjualan,8000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Otak,penjualan,198000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,88000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,176000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Es Jeruk,penjualan,30000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Jengkol,penjualan,40000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Lele,penjualan,27000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Cumi,penjualan,68000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Paru,penjualan,120000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Perkedel,penjualan,30000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,66000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,130000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Lemon Tea,penjualan,30000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Telor,penjualan,30000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,65000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Perkedel,penjualan,33000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Telor,penjualan,6000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,130000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Paru,penjualan,150000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Paru,penjualan,54000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Ikan Gulai,penjualan,63000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Otak,penjualan,44000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Babat,penjualan,34000,RM Sinar Baledo
2022-01-09,pemasukan,Penjualan Nasi Usus / Iso,penjualan,44000,RM Sinar Baledo
2022-01-09,pengeluaran,Beli Bahan Baku,bahan baku,323919,RM Sinar Baledo
2022-01-09,pengeluaran,Pembelian Gas,bahan bakar,865518,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Babat,penjualan,66000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Es Teh,penjualan,21000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Babat,penjualan,34000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,65000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Babat,penjualan,220000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Ayam Balado,penjualan,26000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,176000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,60000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Ikan Gulai,penjualan,81000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Rendang,penjualan,100000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,80000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Air Mineral,penjualan,6000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Rendang,penjualan,80000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Paru,penjualan,90000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Telor,penjualan,88000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Limpa/Hati,penjualan,170000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,52000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,63000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Jengkol,penjualan,20000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Otak,penjualan,44000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Rendang,penjualan,45000,RM Sinar Baledo
2022-01-10,pemasukan,Penjualan Nasi Telor,penjualan,110000,RM Sinar Baledo
2022-01-10,pengeluaran,Beli Bahan Baku,bahan baku,371998,RM Sinar Baledo
2022-01-10,pengeluaran,Gaji Karyawan,gaji,1555292,RM Sinar Baledo
2022-01-10,pengeluaran,Pembelian Bahan Baku Daging,bahan_baku,2371715,RM Sinar Baledo
2022-01-10,pengeluaran,Pembelian Sayuran & Bumbu,bahan_baku,1247599,RM Sinar Baledo
2022-01-10,pengeluaran,Servis Kompor & Peralatan Masak,perawatan,824393,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Ekstra Sambel,penjualan,12000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Usus/ISO,penjualan,68000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Teh Hangat,penjualan,30000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Ayam Gulai,penjualan,54000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Ikan Goreng,penjualan,36000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Perkedel,penjualan,11000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Paru,penjualan,36000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Rendang,penjualan,60000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Paru,penjualan,30000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Ayam Balado,penjualan,13000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,39000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,78000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Paru,penjualan,90000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Ayam Balado,penjualan,26000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,117000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Ekstra Sambel,penjualan,8000,RM Sinar Baledo
2022-01-11,pemasukan,Penjualan Otak,penjualan,51000,RM Sinar Baledo
