tanggal,jenis,nama,kategori,nominal
2025-01-02,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2025-01-02,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-02,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2025-01-02,pemasukan,Penjualan Bakso,penjualan,66000
2025-01-02,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2025-01-02,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2025-01-02,pemasukan,Penjualan Mie Ayam,penjualan,90000
2025-01-02,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-02,pemasukan,Penjualan Es Teh,penjualan,40000
2025-01-02,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-02,pemasukan,Penjualan Pecel Lele,penjualan,26000
2025-01-02,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-02,pemasukan,Penjualan Soto Ayam,penjualan,24000
2025-01-02,pemasukan,Penjualan Mie Ayam,penjualan,60000
2025-01-02,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-02,pemasukan,Penjualan Es Teh,penjualan,15000
2025-01-02,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-02,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2025-01-02,pemasukan,Penjualan Soto Ayam,penjualan,120000
2025-01-02,pengeluaran,Beli Bahan Baku,bahan baku,472934
2025-01-02,pengeluaran,Transportasi,logistik,77583
2025-01-03,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2025-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2025-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2025-01-03,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2025-01-03,pemasukan,Penjualan Es Teh,penjualan,45000
2025-01-03,pemasukan,Penjualan Pecel Lele,penjualan,117000
2025-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2025-01-03,pemasukan,Penjualan Mie Ayam,penjualan,60000
2025-01-03,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2025-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2025-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-03,pemasukan,Penjualan Bakso,penjualan,99000
2025-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-03,pemasukan,Penjualan Bakso,penjualan,77000
2025-01-03,pemasukan,Penjualan Soto Ayam,penjualan,36000
2025-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2025-01-03,pemasukan,Penjualan Bakso,penjualan,11000
2025-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-03,pemasukan,Penjualan Es Teh,penjualan,20000
2025-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2025-01-03,pengeluaran,Beli Bahan Baku,bahan baku,555336
2025-01-03,pengeluaran,Transportasi,logistik,46597
2025-01-03,pengeluaran,Pembelian Gas,bahan bakar,876204
2025-01-04,pemasukan,Penjualan Soto Ayam,penjualan,120000
2025-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2025-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2025-01-04,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2025-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2025-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2025-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-04,pemasukan,Penjualan Es Teh,penjualan,10000
2025-01-04,pemasukan,Penjualan Pecel Lele,penjualan,39000
2025-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-04,pemasukan,Penjualan Soto Ayam,penjualan,96000
2025-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2025-01-04,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2025-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2025-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2025-01-04,pemasukan,Penjualan Mie Ayam,penjualan,10000
2025-01-04,pemasukan,Penjualan Bakso,penjualan,66000
2025-01-04,pemasukan,Penjualan Mie Ayam,penjualan,60000
2025-01-04,pemasukan,Penjualan Es Teh,penjualan,20000
2025-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2025-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2025-01-04,pemasukan,Penjualan Pecel Lele,penjualan,104000
2025-01-04,pemasukan,Penjualan Es Teh,penjualan,15000
2025-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2025-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-04,pengeluaran,Beli Bahan Baku,bahan baku,699496
2025-01-04,pengeluaran,Pembelian Gas,bahan bakar,856756
2025-01-05,pemasukan,Penjualan Bakso,penjualan,55000
2025-01-05,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2025-01-05,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2025-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2025-01-05,pemasukan,Penjualan Es Teh,penjualan,50000
2025-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2025-01-05,pemasukan,Penjualan Bakso,penjualan,33000
2025-01-05,pemasukan,Penjualan Soto Ayam,penjualan,36000
2025-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2025-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2025-01-05,pemasukan,Penjualan Mie Ayam,penjualan,100000
2025-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2025-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2025-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-05,pemasukan,Penjualan Soto Ayam,penjualan,60000
2025-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,40000
2025-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2025-01-05,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,40000
2025-01-05,pengeluaran,Beli Bahan Baku,bahan baku,756033
2025-01-05,pengeluaran,Perawatan Peralatan,perawatan,558197
2025-01-06,pemasukan,Penjualan Pecel Lele,penjualan,130000
2025-01-06,pemasukan,Penjualan Mie Ayam,penjualan,70000
2025-01-06,pemasukan,Penjualan Pecel Lele,penjualan,130000
2025-01-06,pemasukan,Penjualan Es Teh,penjualan,20000
2025-01-06,pemasukan,Penjualan Pecel Lele,penjualan,117000
2025-01-06,pemasukan,Penjualan Mie Ayam,penjualan,10000
2025-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-06,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-06,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2025-01-06,pemasukan,Penjualan Es Teh,penjualan,5000
2025-01-06,pemasukan,Penjualan Pecel Lele,penjualan,52000
2025-01-06,pemasukan,Penjualan Soto Ayam,penjualan,24000
2025-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2025-01-06,pemasukan,Penjualan Bakso,penjualan,110000
2025-01-06,pemasukan,Penjualan Bakso,penjualan,22000
2025-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2025-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2025-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2025-01-06,pemasukan,Penjualan Mie Ayam,penjualan,60000
2025-01-06,pemasukan,Penjualan Es Teh,penjualan,20000
2025-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2025-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2025-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2025-01-06,pengeluaran,Beli Bahan Baku,bahan baku,586122
2025-01-06,pengeluaran,Gaji Karyawan,gaji,2471429
2025-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,40000
2025-01-07,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2025-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2025-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-07,pemasukan,Penjualan Es Teh,penjualan,10000
2025-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2025-01-07,pemasukan,Penjualan Bakso,penjualan,77000
2025-01-07,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-07,pemasukan,Penjualan Pecel Lele,penjualan,91000
2025-01-07,pemasukan,Penjualan Es Teh,penjualan,20000
2025-01-07,pemasukan,Penjualan Pecel Lele,penjualan,26000
2025-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2025-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-07,pemasukan,Penjualan Soto Ayam,penjualan,72000
2025-01-07,pemasukan,Penjualan Pecel Lele,penjualan,91000
2025-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2025-01-07,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2025-01-07,pemasukan,Penjualan Mie Ayam,penjualan,10000
2025-01-07,pemasukan,Penjualan Es Teh,penjualan,5000
2025-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2025-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2025-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2025-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2025-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2025-01-07,pemasukan,Penjualan Soto Ayam,penjualan,60000
2025-01-07,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2025-01-07,pengeluaran,Beli Bahan Baku,bahan baku,369860
2025-01-07,pengeluaran,Transportasi,logistik,50275
2025-01-08,pemasukan,Penjualan Bakso,penjualan,88000
2025-01-08,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2025-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-08,pemasukan,Penjualan Es Teh,penjualan,40000
2025-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2025-01-08,pemasukan,Penjualan Pecel Lele,penjualan,117000
2025-01-08,pemasukan,Penjualan Es Teh,penjualan,25000
2025-01-08,pemasukan,Penjualan Es Teh,penjualan,15000
2025-01-08,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2025-01-08,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2025-01-08,pemasukan,Penjualan Soto Ayam,penjualan,96000
2025-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2025-01-08,pemasukan,Penjualan Pecel Lele,penjualan,13000
2025-01-08,pemasukan,Penjualan Es Teh,penjualan,25000
2025-01-08,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-08,pemasukan,Penjualan Mie Ayam,penjualan,90000
2025-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-08,pemasukan,Penjualan Es Teh,penjualan,5000
2025-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2025-01-08,pemasukan,Penjualan Mie Ayam,penjualan,40000
2025-01-08,pemasukan,Penjualan Bakso,penjualan,99000
2025-01-08,pemasukan,Penjualan Mie Ayam,penjualan,30000
2025-01-08,pengeluaran,Beli Bahan Baku,bahan baku,626857
2025-01-08,pengeluaran,Transportasi,logistik,37376
2025-01-09,pemasukan,Penjualan Es Teh,penjualan,45000
2025-01-09,pemasukan,Penjualan Soto Ayam,penjualan,36000
2025-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2025-01-09,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-09,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2025-01-09,pemasukan,Penjualan Soto Ayam,penjualan,108000
2025-01-09,pemasukan,Penjualan Mie Ayam,penjualan,40000
2025-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-09,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2025-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2025-01-09,pemasukan,Penjualan Bakso,penjualan,110000
2025-01-09,pemasukan,Penjualan Bakso,penjualan,22000
2025-01-09,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-09,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-09,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-09,pemasukan,Penjualan Es Teh,penjualan,5000
2025-01-09,pemasukan,Penjualan Mie Ayam,penjualan,30000
2025-01-09,pemasukan,Penjualan Mie Ayam,penjualan,30000
2025-01-09,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2025-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2025-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2025-01-09,pemasukan,Penjualan Pecel Lele,penjualan,117000
2025-01-09,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2025-01-09,pemasukan,Penjualan Bakso,penjualan,44000
2025-01-09,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2025-01-09,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-09,pemasukan,Penjualan Mie Ayam,penjualan,70000
2025-01-09,pemasukan,Penjualan Mie Ayam,penjualan,90000
2025-01-09,pengeluaran,Beli Bahan Baku,bahan baku,419235
2025-01-10,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2025-01-10,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2025-01-10,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2025-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-10,pemasukan,Penjualan Bakso,penjualan,44000
2025-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-10,pemasukan,Penjualan Pecel Lele,penjualan,39000
2025-01-10,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2025-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2025-01-10,pemasukan,Penjualan Pecel Lele,penjualan,52000
2025-01-10,pemasukan,Penjualan Es Teh,penjualan,25000
2025-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2025-01-10,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-10,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2025-01-10,pemasukan,Penjualan Pecel Lele,penjualan,52000
2025-01-10,pemasukan,Penjualan Pecel Lele,penjualan,52000
2025-01-10,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2025-01-10,pemasukan,Penjualan Es Teh,penjualan,30000
2025-01-10,pemasukan,Penjualan Pecel Lele,penjualan,130000
2025-01-10,pemasukan,Penjualan Soto Ayam,penjualan,36000
2025-01-10,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2025-01-10,pemasukan,Penjualan Bakso,penjualan,55000
2025-01-10,pengeluaran,Beli Bahan Baku,bahan baku,549520
2025-01-10,pengeluaran,Pembelian Gas,bahan bakar,884437
2025-01-10,pengeluaran,Pembelian Alat Masak,inventaris,1475808
2025-01-11,pemasukan,Penjualan Bakso,penjualan,44000
2025-01-11,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2025-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2025-01-11,pemasukan,Penjualan Es Teh,penjualan,45000
2025-01-11,pemasukan,Penjualan Es Teh,penjualan,15000
2025-01-11,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2025-01-11,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2025-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2025-01-11,pemasukan,Penjualan Mie Ayam,penjualan,10000
2025-01-11,pemasukan,Penjualan Pecel Lele,penjualan,52000
2025-01-11,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2025-01-11,pemasukan,Penjualan Mie Ayam,penjualan,60000
2025-01-11,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2025-01-11,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-11,pemasukan,Penjualan Pecel Lele,penjualan,104000
2025-01-11,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2025-01-11,pemasukan,Penjualan Bakso,penjualan,77000
2025-01-11,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2025-01-11,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2025-01-11,pemasukan,Penjualan Bakso,penjualan,33000
2025-01-11,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-11,pemasukan,Penjualan Es Teh,penjualan,50000
2025-01-11,pemasukan,Penjualan Mie Ayam,penjualan,70000
2025-01-11,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2025-01-11,pengeluaran,Beli Bahan Baku,bahan baku,501473
2025-01-11,pengeluaran,Transportasi,logistik,40939
2025-01-12,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2025-01-12,pemasukan,Penjualan Es Teh,penjualan,25000
2025-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2025-01-12,pemasukan,Penjualan Pecel Lele,penjualan,130000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,90000
2025-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-12,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,100000
2025-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,50000
2025-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2025-01-12,pemasukan,Penjualan Bakso,penjualan,66000
2025-01-12,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2025-01-12,pemasukan,Penjualan Bakso,penjualan,33000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,70000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,20000
2025-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,40000
2025-01-12,pemasukan,Penjualan Soto Ayam,penjualan,12000
2025-01-12,pemasukan,Penjualan Mie Ayam,penjualan,20000
2025-01-12,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-12,pemasukan,Penjualan Bakso,penjualan,33000
2025-01-12,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-12,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2025-01-12,pengeluaran,Beli Bahan Baku,bahan baku,649565
2025-01-12,pengeluaran,Pembelian Gas,bahan bakar,866778
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2025-01-13,pemasukan,Penjualan Es Teh,penjualan,35000
2025-01-13,pemasukan,Penjualan Mie Ayam,penjualan,80000
2025-01-13,pemasukan,Penjualan Pecel Lele,penjualan,91000
2025-01-13,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2025-01-13,pemasukan,Penjualan Pecel Lele,penjualan,65000
2025-01-13,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2025-01-13,pemasukan,Penjualan Soto Ayam,penjualan,72000
2025-01-13,pemasukan,Penjualan Bakso,penjualan,99000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2025-01-13,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2025-01-13,pemasukan,Penjualan Es Teh,penjualan,25000
2025-01-13,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2025-01-13,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2025-01-13,pemasukan,Penjualan Pecel Lele,penjualan,104000
2025-01-13,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2025-01-13,pemasukan,Penjualan Bakso,penjualan,99000
2025-01-13,pemasukan,Penjualan Es Teh,penjualan,5000
2025-01-13,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2025-01-13,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-13,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2025-01-13,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2025-01-13,pengeluaran,Beli Bahan Baku,bahan baku,689179
2025-01-13,pengeluaran,Transportasi,logistik,37772
2025-01-13,pengeluaran,Pembelian Gas,bahan bakar,865218
2025-01-13,pengeluaran,Gaji Karyawan,gaji,2335631
2025-01-14,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-14,pemasukan,Penjualan Bakso,penjualan,22000
2025-01-14,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-14,pemasukan,Penjualan Mie Ayam,penjualan,20000
2025-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2025-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2025-01-14,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2025-01-14,pemasukan,Penjualan Bakso,penjualan,44000
2025-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2025-01-14,pemasukan,Penjualan Soto Ayam,penjualan,96000
2025-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2025-01-14,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2025-01-14,pemasukan,Penjualan Pecel Lele,penjualan,52000
2025-01-14,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2025-01-14,pemasukan,Penjualan Soto Ayam,penjualan,36000
2025-01-14,pemasukan,Penjualan Es Teh,penjualan,40000
2025-01-14,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2025-01-14,pengeluaran,Beli Bahan Baku,bahan baku,524548
2025-01-14,pengeluaran,Pembelian Gas,bahan bakar,899987
2025-01-15,pemasukan,Penjualan Bakso,penjualan,99000
2025-01-15,pemasukan,Penjualan Mie Ayam,penjualan,20000
2025-01-15,pemasukan,Penjualan Es Teh,penjualan,50000
2025-01-15,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2025-01-15,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2025-01-15,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-15,pemasukan,Penjualan Pecel Lele,penjualan,78000
2025-01-15,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2025-01-15,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2025-01-15,pemasukan,Penjualan Bakso,penjualan,55000
2025-01-15,pemasukan,Penjualan Es Teh,penjualan,45000
2025-01-15,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2025-01-15,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-15,pemasukan,Penjualan Mie Ayam,penjualan,20000
2025-01-15,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2025-01-15,pemasukan,Penjualan Bakso,penjualan,110000
2025-01-15,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-15,pemasukan,Penjualan Bakso,penjualan,88000
2025-01-15,pemasukan,Penjualan Soto Ayam,penjualan,48000
2025-01-15,pemasukan,Penjualan Soto Ayam,penjualan,96000
2025-01-15,pengeluaran,Beli Bahan Baku,bahan baku,659526
2025-01-16,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2025-01-16,pemasukan,Penjualan Mie Ayam,penjualan,70000
2025-01-16,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2025-01-16,pemasukan,Penjualan Soto Ayam,penjualan,12000
2025-01-16,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2025-01-16,pemasukan,Penjualan Mie Ayam,penjualan,100000
2025-01-16,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2025-01-16,pemasukan,Penjualan Mie Ayam,penjualan,50000
2025-01-16,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2025-01-16,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2025-01-16,pemasukan,Penjualan Es Teh,penjualan,40000
2025-01-16,pemasukan,Penjualan Soto Ayam,penjualan,24000
