tanggal,jenis,nama,kategori,nominal
2024-01-03,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2024-01-03,pemasukan,Penjualan Soto Ayam,penjualan,48000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,80000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2024-01-03,pemasukan,Penjualan Soto Ayam,penjualan,120000
2024-01-03,pemasukan,Penjualan Bakso,penjualan,11000
2024-01-03,pemasukan,Penjualan Bakso,penjualan,99000
2024-01-03,pemasukan,Penjualan Es Teh,penjualan,5000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2024-01-03,pemasukan,Penjualan Es Teh,penjualan,40000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,70000
2024-01-03,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2024-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,100000
2024-01-03,pemasukan,Penjualan Es Teh,penjualan,25000
2024-01-03,pemasukan,Penjualan Es Teh,penjualan,5000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,90000
2024-01-03,pemasukan,Penjualan Es Teh,penjualan,25000
2024-01-03,pemasukan,Penjualan Soto Ayam,penjualan,84000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2024-01-03,pemasukan,Penjualan Pecel Lele,penjualan,39000
2024-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,30000
2024-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2024-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,50000
2024-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2024-01-03,pemasukan,Penjualan Soto Ayam,penjualan,96000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2024-01-03,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2024-01-03,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2024-01-03,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2024-01-03,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,100000
2024-01-03,pemasukan,Penjualan Mie Ayam,penjualan,50000
2024-01-03,pengeluaran,Beli Bahan Baku,bahan baku,511572
2024-01-03,pengeluaran,Transportasi,logistik,34835
2024-01-04,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,15000
2024-01-04,pemasukan,Penjualan Pecel Lele,penjualan,104000
2024-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2024-01-04,pemasukan,Penjualan Mie Ayam,penjualan,10000
2024-01-04,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-04,pemasukan,Penjualan Bakso,penjualan,99000
2024-01-04,pemasukan,Penjualan Bakso,penjualan,110000
2024-01-04,pemasukan,Penjualan Pecel Lele,penjualan,91000
2024-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2024-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2024-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2024-01-04,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2024-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2024-01-04,pemasukan,Penjualan Mie Ayam,penjualan,10000
2024-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2024-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2024-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2024-01-04,pemasukan,Penjualan Pecel Lele,penjualan,52000
2024-01-04,pemasukan,Penjualan Soto Ayam,penjualan,120000
2024-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2024-01-04,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2024-01-04,pemasukan,Penjualan Es Teh,penjualan,15000
2024-01-04,pemasukan,Penjualan Soto Ayam,penjualan,120000
2024-01-04,pemasukan,Penjualan Bakso,penjualan,99000
2024-01-04,pemasukan,Penjualan Bakso,penjualan,22000
2024-01-04,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2024-01-04,pemasukan,Penjualan Soto Ayam,penjualan,36000
2024-01-04,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2024-01-04,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2024-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2024-01-04,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2024-01-04,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-04,pemasukan,Penjualan Mie Ayam,penjualan,10000
2024-01-04,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2024-01-04,pengeluaran,Beli Bahan Baku,bahan baku,436209
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,36000
2024-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2024-01-05,pemasukan,Penjualan Pecel Lele,penjualan,91000
2024-01-05,pemasukan,Penjualan Bakso,penjualan,22000
2024-01-05,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-05,pemasukan,Penjualan Es Teh,penjualan,5000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,72000
2024-01-05,pemasukan,Penjualan Pecel Lele,penjualan,91000
2024-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2024-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,84000
2024-01-05,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2024-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,120000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,48000
2024-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,84000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,48000
2024-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,84000
2024-01-05,pemasukan,Penjualan Bakso,penjualan,66000
2024-01-05,pemasukan,Penjualan Bakso,penjualan,77000
2024-01-05,pemasukan,Penjualan Mie Ayam,penjualan,30000
2024-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2024-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2024-01-05,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2024-01-05,pemasukan,Penjualan Es Teh,penjualan,25000
2024-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,12000
2024-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2024-01-05,pemasukan,Penjualan Es Teh,penjualan,30000
2024-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2024-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2024-01-05,pemasukan,Penjualan Mie Ayam,penjualan,60000
2024-01-05,pemasukan,Penjualan Soto Ayam,penjualan,36000
2024-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2024-01-05,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2024-01-05,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2024-01-05,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2024-01-05,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2024-01-05,pemasukan,Penjualan Mie Ayam,penjualan,10000
2024-01-05,pengeluaran,Beli Bahan Baku,bahan baku,591137
2024-01-05,pengeluaran,Perawatan Peralatan,perawatan,743184
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,50000
2024-01-06,pemasukan,Penjualan Soto Ayam,penjualan,60000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,20000
2024-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,40000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2024-01-06,pemasukan,Penjualan Bakso,penjualan,44000
2024-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,90000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,15000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2024-01-06,pemasukan,Penjualan Pecel Lele,penjualan,52000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2024-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,15000
2024-01-06,pemasukan,Penjualan Pecel Lele,penjualan,104000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,80000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,30000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,20000
2024-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2024-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,20000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,30000
2024-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2024-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,50000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,100000
2024-01-06,pemasukan,Penjualan Bakso,penjualan,77000
2024-01-06,pemasukan,Penjualan Soto Ayam,penjualan,72000
2024-01-06,pemasukan,Penjualan Bakso,penjualan,77000
2024-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2024-01-06,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,25000
2024-01-06,pemasukan,Penjualan Es Teh,penjualan,50000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2024-01-06,pemasukan,Penjualan Pecel Lele,penjualan,130000
2024-01-06,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2024-01-06,pemasukan,Penjualan Pecel Lele,penjualan,91000
2024-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2024-01-06,pemasukan,Penjualan Soto Ayam,penjualan,72000
2024-01-06,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2024-01-06,pemasukan,Penjualan Mie Ayam,penjualan,70000
2024-01-06,pemasukan,Penjualan Bakso,penjualan,55000
2024-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2024-01-06,pemasukan,Penjualan Bakso,penjualan,44000
2024-01-06,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2024-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2024-01-06,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2024-01-06,pemasukan,Penjualan Pecel Lele,penjualan,91000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2024-01-06,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2024-01-06,pemasukan,Penjualan Nasi Uduk,penjualan,30000
2024-01-06,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2024-01-06,pemasukan,Penjualan Bakso,penjualan,77000
2024-01-06,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2024-01-06,pengeluaran,Beli Bahan Baku,bahan baku,710234
2024-01-07,pemasukan,Penjualan Mie Ayam,penjualan,100000
2024-01-07,pemasukan,Penjualan Pecel Lele,penjualan,52000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-07,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2024-01-07,pemasukan,Penjualan Bakso,penjualan,99000
2024-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2024-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2024-01-07,pemasukan,Penjualan Es Teh,penjualan,45000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,60000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,36000
2024-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2024-01-07,pemasukan,Penjualan Es Teh,penjualan,35000
2024-01-07,pemasukan,Penjualan Mie Ayam,penjualan,40000
2024-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,60000
2024-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2024-01-07,pemasukan,Penjualan Es Teh,penjualan,5000
2024-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2024-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2024-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2024-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,12000
2024-01-07,pemasukan,Penjualan Soto Ayam,penjualan,96000
2024-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2024-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2024-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2024-01-07,pemasukan,Penjualan Nasi Uduk,penjualan,40000
2024-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2024-01-07,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2024-01-07,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2024-01-07,pemasukan,Penjualan Mie Ayam,penjualan,90000
2024-01-07,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2024-01-07,pemasukan,Penjualan Es Teh,penjualan,20000
2024-01-07,pengeluaran,Beli Bahan Baku,bahan baku,323677
2024-01-07,pengeluaran,Pembelian Gas,bahan bakar,883631
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,108000
2024-01-08,pemasukan,Penjualan Pecel Lele,penjualan,52000
2024-01-08,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2024-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2024-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,36000
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,36000
2024-01-08,pemasukan,Penjualan Es Teh,penjualan,5000
2024-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,96000
2024-01-08,pemasukan,Penjualan Mie Ayam,penjualan,40000
2024-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2024-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,72000
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,24000
2024-01-08,pemasukan,Penjualan Bakso,penjualan,66000
2024-01-08,pemasukan,Penjualan Es Teh,penjualan,25000
2024-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2024-01-08,pemasukan,Penjualan Mie Ayam,penjualan,50000
2024-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2024-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2024-01-08,pemasukan,Penjualan Pecel Lele,penjualan,26000
2024-01-08,pemasukan,Penjualan Mie Ayam,penjualan,90000
2024-01-08,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2024-01-08,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2024-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2024-01-08,pemasukan,Penjualan Soto Ayam,penjualan,72000
2024-01-08,pemasukan,Penjualan Pecel Lele,penjualan,130000
2024-01-08,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2024-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2024-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2024-01-08,pemasukan,Penjualan Jus Alpukat,penjualan,26000
2024-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2024-01-08,pemasukan,Penjualan Es Teh,penjualan,15000
2024-01-08,pemasukan,Penjualan Pecel Lele,penjualan,65000
2024-01-08,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2024-01-08,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2024-01-08,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2024-01-08,pemasukan,Penjualan Mie Ayam,penjualan,70000
2024-01-08,pemasukan,Penjualan Es Teh,penjualan,15000
2024-01-08,pemasukan,Penjualan Bakso,penjualan,11000
2024-01-08,pemasukan,Penjualan Bakso,penjualan,22000
2024-01-08,pemasukan,Penjualan Pecel Lele,penjualan,26000
2024-01-08,pemasukan,Penjualan Ayam Bakar,penjualan,75000
