tanggal,jenis,nama,kategori,nominal,Nama Toko
2022-01-02,pemasukan,Penjualan Ikan Gulai,penjualan,81000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Ikan Goreng,penjualan,81000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Rendang,penjualan,10000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Dendeng Lambok,penjualan,40000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Perkedel,penjualan,36000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,72000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Es Teh Jumbo,penjualan,15000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Air Mineral,penjualan,30000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Es Jeruk,penjualan,45000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Nasi Cumi,penjualan,132000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Nasi Ayam Balado,penjualan,65000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Ikan Balado,penjualan,63000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Nasi Ikan Balado,penjualan,130000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Ayam Balado,penjualan,72000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Paru,penjualan,54000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Tahu/Tempe,penjualan,12000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Nasi Otak,penjualan,132000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Rendang,penjualan,10000,RM Sinar Balatas
2022-01-02,pemasukan,Penjualan Ayam Bakar,penjualan,54000,RM Sinar Balatas
2022-01-02,pengeluaran,Beli Bahan Baku,bahan baku,422458,RM Sinar Balatas
2022-01-02,pengeluaran,Pembelian Gas,bahan bakar,889229,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Babat,penjualan,176000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Dendeng Lambok,penjualan,30000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Air Mineral,penjualan,27000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,104000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Ikan Lele,penjualan,26000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Paru,penjualan,15000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Telor,penjualan,88000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Tahu/Tempe,penjualan,4000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Cumi,penjualan,170000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Ayam Goreng,penjualan,117000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Ikan Lele,penjualan,104000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,110000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Es Jeruk,penjualan,5000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Ikan Balado,penjualan,54000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Usus/ISO,penjualan,153000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,52000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Telor,penjualan,54000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Kikil/Tunjang,penjualan,119000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,36000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Es Teh,penjualan,6000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Ikan Gulai,penjualan,18000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Usus/ISO,penjualan,136000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Babat,penjualan,34000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,39000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Limpa/Hati,penjualan,34000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,154000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Ikan Balado,penjualan,81000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,15000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Perkedel,penjualan,55000,RM Sinar Balatas
2022-01-03,pemasukan,Penjualan Nasi Cincang / Kambing,penjualan,110000,RM Sinar Balatas
2022-01-03,pengeluaran,Beli Bahan Baku,bahan baku,706738,RM Sinar Balatas
2022-01-03,pengeluaran,Transportasi,logistik,32503,RM Sinar Balatas
2022-01-03,pengeluaran,Gaji Karyawan,gaji,1413091,RM Sinar Balatas
2022-01-03,pengeluaran,Pembelian Bahan Baku Daging,bahan_baku,1734160,RM Sinar Balatas
2022-01-03,pengeluaran,Pembelian Sayuran & Bumbu,bahan_baku,1411951,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Ekstra Sambel,penjualan,10000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Babat,penjualan,119000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Ikan Goreng,penjualan,45000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Es Teh,penjualan,18000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Es Teh Jumbo,penjualan,40000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Es Teh,penjualan,9000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Tahu/Tempe,penjualan,8000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,66000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Telor,penjualan,24000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,154000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Ikan Balado,penjualan,18000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,39000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Rendang,penjualan,90000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Jeruk Hangat,penjualan,30000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Babat,penjualan,85000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,88000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Ikan Gulai,penjualan,90000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Ayam Bakar,penjualan,36000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,65000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Teh Hangat,penjualan,3000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,26000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Ikan Balado,penjualan,9000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Paru,penjualan,30000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Perkedel,penjualan,99000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,65000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Lele,penjualan,36000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,36000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Perkedel,penjualan,22000,RM Sinar Balatas
2022-01-04,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,78000,RM Sinar Balatas
2022-01-04,pengeluaran,Beli Bahan Baku,bahan baku,784808,RM Sinar Balatas
2022-01-04,pengeluaran,Pembelian Gas,bahan bakar,898248,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Telor,penjualan,22000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Ekstra Sayur,penjualan,10000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,48000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Usus / Iso,penjualan,198000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Ayam Goreng,penjualan,81000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Ikan Gulai,penjualan,72000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Limpa/Hati,penjualan,136000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Cincang,penjualan,85000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Dendeng Lambok,penjualan,60000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Usus/ISO,penjualan,102000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,104000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Tahu/Tempe,penjualan,32000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Babat,penjualan,22000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,56000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Lemon Tea,penjualan,30000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Tahu/Tempe,penjualan,40000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Jeruk Hangat,penjualan,40000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Ayam Goreng,penjualan,72000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Es Teh Jumbo,penjualan,45000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Paru,penjualan,81000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Cumi,penjualan,51000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Rendang,penjualan,50000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,65000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Telor,penjualan,88000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Ayam Balado,penjualan,81000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Rendang,penjualan,120000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Ikan Gulai,penjualan,72000,RM Sinar Balatas
2022-01-05,pemasukan,Penjualan Nasi Cumi,penjualan,66000,RM Sinar Balatas
2022-01-05,pengeluaran,Beli Bahan Baku,bahan baku,331968,RM Sinar Balatas
2022-01-05,pengeluaran,Penggantian Peralatan Makan,inventaris,625799,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Babat,penjualan,119000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Cincang,penjualan,51000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Paru,penjualan,81000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Es Jeruk,penjualan,30000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Telor,penjualan,44000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,65000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Cincang,penjualan,170000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Lemon Tea,penjualan,20000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Dendeng Lambok,penjualan,90000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Usus / Iso,penjualan,22000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Jengkol,penjualan,20000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Cincang / Kambing,penjualan,66000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Air Mineral,penjualan,18000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Ikan Goreng,penjualan,45000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Cumi,penjualan,44000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,32000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,198000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Ayam Goreng,penjualan,18000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Perkedel,penjualan,77000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Ikan Gulai,penjualan,63000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Usus / Iso,penjualan,110000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,220000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Cumi,penjualan,119000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Ikan Lele,penjualan,104000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Lele,penjualan,72000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Nasi Perkedel,penjualan,110000,RM Sinar Balatas
2022-01-06,pemasukan,Penjualan Ayam Balado,penjualan,72000,RM Sinar Balatas
2022-01-06,pengeluaran,Beli Bahan Baku,bahan baku,390623,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Otak,penjualan,119000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,135000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Rendang,penjualan,90000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Usus / Iso,penjualan,88000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Telor,penjualan,44000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Babat,penjualan,170000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Ikan Lele,penjualan,130000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Kikil/Tunjang,penjualan,119000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Ikan Balado,penjualan,18000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Ayam Balado,penjualan,130000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Ikan Balado,penjualan,9000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,15000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Perkedel,penjualan,54000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,45000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Lele,penjualan,9000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Paru,penjualan,90000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Teh Hangat,penjualan,30000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Ayam Bakar,penjualan,72000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Otak,penjualan,22000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Ikan Goreng,penjualan,90000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Telor,penjualan,42000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Ayam Goreng,penjualan,18000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Lemon Tea,penjualan,10000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Ayam Goreng,penjualan,26000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Lemon Tea,penjualan,40000,RM Sinar Balatas
2022-01-07,pemasukan,Penjualan Nasi Usus / Iso,penjualan,132000,RM Sinar Balatas
2022-01-07,pengeluaran,Beli Bahan Baku,bahan baku,605673,RM Sinar Balatas
2022-01-07,pengeluaran,Transportasi,logistik,58891,RM Sinar Balatas
2022-01-07,pengeluaran,Pembelian Gas,bahan bakar,881610,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,13000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Ikan Goreng,penjualan,81000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,26000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Usus/ISO,penjualan,102000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,117000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Cumi,penjualan,85000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Jengkol,penjualan,10000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Ayam Goreng,penjualan,9000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Kikil/Tunjang,penjualan,17000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ayam Goreng,penjualan,26000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Usus / Iso,penjualan,176000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Cincang,penjualan,119000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,132000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ikan Lele,penjualan,130000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Es Teh,penjualan,6000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ikan Lele,penjualan,39000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,78000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Jeruk Hangat,penjualan,5000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Otak,penjualan,119000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,88000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Usus/ISO,penjualan,85000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Usus/ISO,penjualan,34000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Teh Hangat,penjualan,9000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Otak,penjualan,176000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Air Mineral,penjualan,24000,RM Sinar Balatas
2022-01-08,pemasukan,Penjualan Nasi Telor,penjualan,110000,RM Sinar Balatas
2022-01-08,pengeluaran,Beli Bahan Baku,bahan baku,392860,RM Sinar Balatas
2022-01-08,pengeluaran,Transportasi,logistik,62404,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Air Mineral,penjualan,3000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,78000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Dendeng Lambok,penjualan,30000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Telor,penjualan,30000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Cumi,penjualan,85000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Ikan Lele,penjualan,117000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Ikan Goreng,penjualan,18000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Jengkol,penjualan,50000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Es Teh Jumbo,penjualan,25000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Usus / Iso,penjualan,176000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Paru,penjualan,60000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Perkedel,penjualan,24000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,52000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Ikan Balado,penjualan,65000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Rendang,penjualan,30000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Rendang,penjualan,70000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,65000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,104000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Jeruk Hangat,penjualan,50000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Babat,penjualan,198000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,132000,RM Sinar Balatas
2022-01-09,pemasukan,Penjualan Rendang,penjualan,70000,RM Sinar Balatas
2022-01-09,pengeluaran,Beli Bahan Baku,bahan baku,323682,RM Sinar Balatas
2022-01-09,pengeluaran,Transportasi,logistik,48604,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Cumi,penjualan,66000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Ayam Gulai,penjualan,45000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Perkedel,penjualan,30000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Tahu/Tempe,penjualan,8000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Tahu/Tempe,penjualan,36000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,26000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,135000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Ayam Balado,penjualan,26000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Cumi,penjualan,22000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Es Teh,penjualan,24000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Ikan Lele,penjualan,91000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,90000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Perkedel,penjualan,99000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Telor,penjualan,30000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Usus / Iso,penjualan,176000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Ayam Goreng,penjualan,54000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Otak,penjualan,17000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,65000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Ayam Goreng,penjualan,9000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Tahu/Tempe,penjualan,4000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Teh Hangat,penjualan,24000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Ikan Balado,penjualan,27000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Tahu/Tempe,penjualan,8000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Jengkol,penjualan,60000,RM Sinar Balatas
2022-01-10,pemasukan,Penjualan Nasi Usus / Iso,penjualan,176000,RM Sinar Balatas
2022-01-10,pengeluaran,Beli Bahan Baku,bahan baku,626196,RM Sinar Balatas
2022-01-10,pengeluaran,Pembelian Gas,bahan bakar,875724,RM Sinar Balatas
2022-01-10,pengeluaran,Gaji Karyawan,gaji,2257448,RM Sinar Balatas
